session_id,top1,top2,top3,top4,top5
483528,A,A,A,A,A
124119,A,A,A,A,A
121089,A,A,A,A,A
543548,A,A,A,A,A
98689,A,A,A,A,A
289668,A,A,A,A,A
273978,A,A,A,A,A
269219,A,A,A,A,A
611958,A,A,A,A,A
547108,A,A,A,A,A
176809,A,A,A,A,A
268878,A,A,A,A,A
208558,A,A,A,A,A
208408,A,A,A,A,A
369028,A,A,A,A,A
458538,A,A,A,A,A
489328,A,A,A,A,A
251679,A,A,A,A,A
678429,A,A,A,A,A
490959,A,A,A,A,A
50729,A,A,A,A,A
59279,A,A,A,A,A
534949,A,A,A,A,A
281038,A,A,A,A,A
173308,A,A,A,A,A
712948,A,A,A,A,A
440519,A,A,A,A,A
272029,A,A,A,A,A
245379,A,A,A,A,A
670768,A,A,A,A,A
501278,A,A,A,A,A
471238,A,A,A,A,A
64758,A,A,A,A,A
307359,A,A,A,A,A
431438,A,A,A,A,A
530649,A,A,A,A,A
602678,A,A,A,A,A
353809,A,A,A,A,A
418179,A,A,A,A,A
558038,A,A,A,A,A
270968,A,A,A,A,A
650718,A,A,A,A,A
214949,A,A,A,A,A
133409,A,A,A,A,A
52569,A,A,A,A,A
484678,A,A,A,A,A
565538,A,A,A,A,A
9039,A,A,A,A,A
709888,A,A,A,A,A
83089,A,A,A,A,A
57029,A,A,A,A,A
223609,A,A,A,A,A
487399,A,A,A,A,A
276198,A,A,A,A,A
668479,A,A,A,A,A
693268,A,A,A,A,A
54828,A,A,A,A,A
304479,A,A,A,A,A
262989,A,A,A,A,A
859,A,A,A,A,A
327169,A,A,A,A,A
288939,A,A,A,A,A
574729,A,A,A,A,A
457618,A,A,A,A,A
196459,A,A,A,A,A
449518,A,A,A,A,A
319779,A,A,A,A,A
303219,A,A,A,A,A
153158,A,A,A,A,A
421878,A,A,A,A,A
238529,A,A,A,A,A
102129,A,A,A,A,A
702098,A,A,A,A,A
519438,A,A,A,A,A
353418,A,A,A,A,A
691219,A,A,A,A,A
124669,A,A,A,A,A
459638,A,A,A,A,A
112888,A,A,A,A,A
213838,A,A,A,A,A
92068,A,A,A,A,A
350879,A,A,A,A,A
657599,A,A,A,A,A
403049,A,A,A,A,A
6288,A,A,A,A,A
472099,A,A,A,A,A
248719,A,A,A,A,A
466409,A,A,A,A,A
236169,A,A,A,A,A
672259,A,A,A,A,A
403759,A,A,A,A,A
221629,A,A,A,A,A
203718,A,A,A,A,A
21279,A,A,A,A,A
242029,A,A,A,A,A
612109,A,A,A,A,A
630549,A,A,A,A,A
443928,A,A,A,A,A
35328,A,A,A,A,A
90468,A,A,A,A,A
381399,A,A,A,A,A
476838,A,A,A,A,A
260648,A,A,A,A,A
99579,A,A,A,A,A
291059,A,A,A,A,A
687669,A,A,A,A,A
524718,A,A,A,A,A
62279,A,A,A,A,A
152559,A,A,A,A,A
83448,A,A,A,A,A
167078,A,A,A,A,A
229759,A,A,A,A,A
362539,A,A,A,A,A
184209,A,A,A,A,A
3528,A,A,A,A,A
191288,A,A,A,A,A
646498,A,A,A,A,A
665398,A,A,A,A,A
610498,A,A,A,A,A
664368,A,A,A,A,A
165369,A,A,A,A,A
567909,A,A,A,A,A
57129,A,A,A,A,A
337628,A,A,A,A,A
316008,A,A,A,A,A
206589,A,A,A,A,A
85698,A,A,A,A,A
687798,A,A,A,A,A
517598,A,A,A,A,A
400318,A,A,A,A,A
57459,A,A,A,A,A
369488,A,A,A,A,A
69988,A,A,A,A,A
82298,A,A,A,A,A
69508,A,A,A,A,A
623728,A,A,A,A,A
541759,A,A,A,A,A
539529,A,A,A,A,A
346328,A,A,A,A,A
37248,A,A,A,A,A
416328,A,A,A,A,A
654558,A,A,A,A,A
711599,A,A,A,A,A
643629,A,A,A,A,A
1288,A,A,A,A,A
554808,A,A,A,A,A
522809,A,A,A,A,A
417749,A,A,A,A,A
485119,A,A,A,A,A
332308,A,A,A,A,A
502139,A,A,A,A,A
135109,A,A,A,A,A
337829,A,A,A,A,A
637099,A,A,A,A,A
57229,A,A,A,A,A
135768,A,A,A,A,A
248938,A,A,A,A,A
547188,A,A,A,A,A
103069,A,A,A,A,A
515148,A,A,A,A,A
131408,A,A,A,A,A
434009,A,A,A,A,A
417619,A,A,A,A,A
579308,A,A,A,A,A
30719,A,A,A,A,A
400748,A,A,A,A,A
542959,A,A,A,A,A
277539,A,A,A,A,A
264898,A,A,A,A,A
372639,A,A,A,A,A
298449,A,A,A,A,A
567788,A,A,A,A,A
43089,A,A,A,A,A
502719,A,A,A,A,A
671749,A,A,A,A,A
426269,A,A,A,A,A
58089,A,A,A,A,A
551489,A,A,A,A,A
88909,A,A,A,A,A
453329,A,A,A,A,A
354579,A,A,A,A,A
42328,A,A,A,A,A
667298,A,A,A,A,A
198538,A,A,A,A,A
103389,A,A,A,A,A
194788,A,A,A,A,A
672759,A,A,A,A,A
464428,A,A,A,A,A
75568,A,A,A,A,A
4708,A,A,A,A,A
623548,A,A,A,A,A
644138,A,A,A,A,A
248599,A,A,A,A,A
350418,A,A,A,A,A
12909,A,A,A,A,A
546148,A,A,A,A,A
271439,A,A,A,A,A
142499,A,A,A,A,A
384338,A,A,A,A,A
31459,A,A,A,A,A
533558,A,A,A,A,A
57529,A,A,A,A,A
468849,A,A,A,A,A
310739,A,A,A,A,A
690529,A,A,A,A,A
684458,A,A,A,A,A
427169,A,A,A,A,A
219968,A,A,A,A,A
44268,A,A,A,A,A
115389,A,A,A,A,A
504059,A,A,A,A,A
698339,A,A,A,A,A
252628,A,A,A,A,A
389698,A,A,A,A,A
333408,A,A,A,A,A
619598,A,A,A,A,A
467888,A,A,A,A,A
483608,A,A,A,A,A
413488,A,A,A,A,A
162239,A,A,A,A,A
47008,A,A,A,A,A
382759,A,A,A,A,A
570828,A,A,A,A,A
158449,A,A,A,A,A
374669,A,A,A,A,A
456399,A,A,A,A,A
64048,A,A,A,A,A
454019,A,A,A,A,A
312148,A,A,A,A,A
556558,A,A,A,A,A
652658,A,A,A,A,A
262359,A,A,A,A,A
383889,A,A,A,A,A
105168,A,A,A,A,A
58528,A,A,A,A,A
64669,A,A,A,A,A
109789,A,A,A,A,A
219279,A,A,A,A,A
565439,A,A,A,A,A
693729,A,A,A,A,A
41758,A,A,A,A,A
639638,A,A,A,A,A
145039,A,A,A,A,A
174918,A,A,A,A,A
710628,A,A,A,A,A
636858,A,A,A,A,A
583549,A,A,A,A,A
586218,A,A,A,A,A
183479,A,A,A,A,A
154778,A,A,A,A,A
668189,A,A,A,A,A
55658,A,A,A,A,A
430578,A,A,A,A,A
35749,A,A,A,A,A
456318,A,A,A,A,A
325598,A,A,A,A,A
506858,A,A,A,A,A
338419,A,A,A,A,A
713739,A,A,A,A,A
261228,A,A,A,A,A
218848,A,A,A,A,A
570948,A,A,A,A,A
665278,A,A,A,A,A
138539,A,A,A,A,A
692029,A,A,A,A,A
464878,A,A,A,A,A
70578,A,A,A,A,A
124978,A,A,A,A,A
29769,A,A,A,A,A
230279,A,A,A,A,A
198609,A,A,A,A,A
43869,A,A,A,A,A
450938,A,A,A,A,A
439769,A,A,A,A,A
243538,A,A,A,A,A
478729,A,A,A,A,A
216998,A,A,A,A,A
420829,A,A,A,A,A
22099,A,A,A,A,A
290898,A,A,A,A,A
236609,A,A,A,A,A
707188,A,A,A,A,A
445489,A,A,A,A,A
396409,A,A,A,A,A
202048,A,A,A,A,A
433788,A,A,A,A,A
269638,A,A,A,A,A
140839,A,A,A,A,A
492118,A,A,A,A,A
487118,A,A,A,A,A
282558,A,A,A,A,A
641538,A,A,A,A,A
194718,A,A,A,A,A
44299,A,A,A,A,A
583459,A,A,A,A,A
10798,A,A,A,A,A
31468,A,A,A,A,A
458428,A,A,A,A,A
132438,A,A,A,A,A
282428,A,A,A,A,A
492519,A,A,A,A,A
178259,A,A,A,A,A
10689,A,A,A,A,A
534948,A,A,A,A,A
582508,A,A,A,A,A
438168,A,A,A,A,A
652718,A,A,A,A,A
162028,A,A,A,A,A
643238,A,A,A,A,A
551838,A,A,A,A,A
363349,A,A,A,A,A
154389,A,A,A,A,A
577349,A,A,A,A,A
400578,A,A,A,A,A
677899,A,A,A,A,A
514608,A,A,A,A,A
337149,A,A,A,A,A
345069,A,A,A,A,A
612859,A,A,A,A,A
621628,A,A,A,A,A
140268,A,A,A,A,A
65998,A,A,A,A,A
358789,A,A,A,A,A
519388,A,A,A,A,A
489909,A,A,A,A,A
59519,A,A,A,A,A
157329,A,A,A,A,A
139069,A,A,A,A,A
234989,A,A,A,A,A
646949,A,A,A,A,A
49559,A,A,A,A,A
475219,A,A,A,A,A
429749,A,A,A,A,A
679969,A,A,A,A,A
395538,A,A,A,A,A
277919,A,A,A,A,A
488529,A,A,A,A,A
109039,A,A,A,A,A
77558,A,A,A,A,A
442528,A,A,A,A,A
367158,A,A,A,A,A
225058,A,A,A,A,A
248348,A,A,A,A,A
381858,A,A,A,A,A
658939,A,A,A,A,A
383068,A,A,A,A,A
165229,A,A,A,A,A
219598,A,A,A,A,A
51108,A,A,A,A,A
607139,A,A,A,A,A
615138,A,A,A,A,A
322478,A,A,A,A,A
638368,A,A,A,A,A
401178,A,A,A,A,A
375518,A,A,A,A,A
628029,A,A,A,A,A
151678,A,A,A,A,A
326608,A,A,A,A,A
214108,A,A,A,A,A
137089,A,A,A,A,A
134828,A,A,A,A,A
316358,A,A,A,A,A
132939,A,A,A,A,A
316828,A,A,A,A,A
513039,A,A,A,A,A
306648,A,A,A,A,A
586759,A,A,A,A,A
547838,A,A,A,A,A
601999,A,A,A,A,A
424799,A,A,A,A,A
308578,A,A,A,A,A
104259,A,A,A,A,A
711688,A,A,A,A,A
128419,A,A,A,A,A
296909,A,A,A,A,A
27519,A,A,A,A,A
449779,A,A,A,A,A
632489,A,A,A,A,A
555619,A,A,A,A,A
184238,A,A,A,A,A
646489,A,A,A,A,A
31619,A,A,A,A,A
417659,A,A,A,A,A
20258,A,A,A,A,A
157069,A,A,A,A,A
18438,A,A,A,A,A
276348,A,A,A,A,A
348619,A,A,A,A,A
655778,A,A,A,A,A
157758,A,A,A,A,A
215788,A,A,A,A,A
540908,A,A,A,A,A
622268,A,A,A,A,A
241499,A,A,A,A,A
640758,A,A,A,A,A
248578,A,A,A,A,A
354218,A,A,A,A,A
239119,A,A,A,A,A
359388,A,A,A,A,A
300229,A,A,A,A,A
268128,A,A,A,A,A
429468,A,A,A,A,A
510338,A,A,A,A,A
270709,A,A,A,A,A
144628,A,A,A,A,A
438878,A,A,A,A,A
165348,A,A,A,A,A
92859,A,A,A,A,A
100798,A,A,A,A,A
154989,A,A,A,A,A
637378,A,A,A,A,A
171209,A,A,A,A,A
654958,A,A,A,A,A
55819,A,A,A,A,A
230108,A,A,A,A,A
327029,A,A,A,A,A
437159,A,A,A,A,A
664729,A,A,A,A,A
313739,A,A,A,A,A
268628,A,A,A,A,A
2839,A,A,A,A,A
298759,A,A,A,A,A
202099,A,A,A,A,A
204699,A,A,A,A,A
344009,A,A,A,A,A
88978,A,A,A,A,A
513658,A,A,A,A,A
41128,A,A,A,A,A
127538,A,A,A,A,A
537188,A,A,A,A,A
713339,A,A,A,A,A
482658,A,A,A,A,A
684918,A,A,A,A,A
406588,A,A,A,A,A
644668,A,A,A,A,A
42728,A,A,A,A,A
236578,A,A,A,A,A
349298,A,A,A,A,A
692599,A,A,A,A,A
108178,A,A,A,A,A
2868,A,A,A,A,A
227518,A,A,A,A,A
591538,A,A,A,A,A
255318,A,A,A,A,A
425789,A,A,A,A,A
332518,A,A,A,A,A
606758,A,A,A,A,A
422969,A,A,A,A,A
361719,A,A,A,A,A
452998,A,A,A,A,A
203928,A,A,A,A,A
613999,A,A,A,A,A
107519,A,A,A,A,A
206829,A,A,A,A,A
320869,A,A,A,A,A
43808,A,A,A,A,A
570298,A,A,A,A,A
97098,A,A,A,A,A
365109,A,A,A,A,A
188479,A,A,A,A,A
1429,A,A,A,A,A
411668,A,A,A,A,A
73639,A,A,A,A,A
327918,A,A,A,A,A
341118,A,A,A,A,A
490808,A,A,A,A,A
599858,A,A,A,A,A
693878,A,A,A,A,A
478089,A,A,A,A,A
2889,A,A,A,A,A
152458,A,A,A,A,A
96969,A,A,A,A,A
530658,A,A,A,A,A
87769,A,A,A,A,A
231618,A,A,A,A,A
157979,A,A,A,A,A
662418,A,A,A,A,A
376248,A,A,A,A,A
198088,A,A,A,A,A
689689,A,A,A,A,A
349499,A,A,A,A,A
638379,A,A,A,A,A
401328,A,A,A,A,A
488428,A,A,A,A,A
141568,A,A,A,A,A
68588,A,A,A,A,A
249508,A,A,A,A,A
148098,A,A,A,A,A
656489,A,A,A,A,A
346339,A,A,A,A,A
457968,A,A,A,A,A
373519,A,A,A,A,A
92109,A,A,A,A,A
584649,A,A,A,A,A
113879,A,A,A,A,A
550248,A,A,A,A,A
302799,A,A,A,A,A
32448,A,A,A,A,A
126038,A,A,A,A,A
414778,A,A,A,A,A
386108,A,A,A,A,A
658458,A,A,A,A,A
612918,A,A,A,A,A
597899,A,A,A,A,A
469869,A,A,A,A,A
532219,A,A,A,A,A
641819,A,A,A,A,A
662838,A,A,A,A,A
200698,A,A,A,A,A
189608,A,A,A,A,A
617948,A,A,A,A,A
507889,A,A,A,A,A
646819,A,A,A,A,A
958,A,A,A,A,A
359638,A,A,A,A,A
694099,A,A,A,A,A
394409,A,A,A,A,A
621549,A,A,A,A,A
502938,A,A,A,A,A
414979,A,A,A,A,A
61298,A,A,A,A,A
129058,A,A,A,A,A
556848,A,A,A,A,A
107278,A,A,A,A,A
471259,A,A,A,A,A
491208,A,A,A,A,A
172279,A,A,A,A,A
139418,A,A,A,A,A
369709,A,A,A,A,A
388449,A,A,A,A,A
21269,A,A,A,A,A
538988,A,A,A,A,A
130219,A,A,A,A,A
688969,A,A,A,A,A
57878,A,A,A,A,A
537499,A,A,A,A,A
454069,A,A,A,A,A
78469,A,A,A,A,A
139398,A,A,A,A,A
239478,A,A,A,A,A
143949,A,A,A,A,A
558959,A,A,A,A,A
396128,A,A,A,A,A
491798,A,A,A,A,A
336168,A,A,A,A,A
400468,A,A,A,A,A
205078,A,A,A,A,A
46319,A,A,A,A,A
699249,A,A,A,A,A
98959,A,A,A,A,A
237499,A,A,A,A,A
234398,A,A,A,A,A
454649,A,A,A,A,A
125019,A,A,A,A,A
333659,A,A,A,A,A
82048,A,A,A,A,A
618549,A,A,A,A,A
136589,A,A,A,A,A
229328,A,A,A,A,A
538738,A,A,A,A,A
262118,A,A,A,A,A
624149,A,A,A,A,A
507108,A,A,A,A,A
175288,A,A,A,A,A
663828,A,A,A,A,A
660088,A,A,A,A,A
392919,A,A,A,A,A
78639,A,A,A,A,A
628969,A,A,A,A,A
157499,A,A,A,A,A
85038,A,A,A,A,A
298189,A,A,A,A,A
354158,A,A,A,A,A
561518,A,A,A,A,A
81729,A,A,A,A,A
406088,A,A,A,A,A
110888,A,A,A,A,A
57909,A,A,A,A,A
255388,A,A,A,A,A
697388,A,A,A,A,A
12458,A,A,A,A,A
687298,A,A,A,A,A
202508,A,A,A,A,A
663488,A,A,A,A,A
624368,A,A,A,A,A
653298,A,A,A,A,A
85229,A,A,A,A,A
629518,A,A,A,A,A
645119,A,A,A,A,A
230889,A,A,A,A,A
394889,A,A,A,A,A
458848,A,A,A,A,A
207649,A,A,A,A,A
246859,A,A,A,A,A
394609,A,A,A,A,A
429668,A,A,A,A,A
676709,A,A,A,A,A
690349,A,A,A,A,A
238408,A,A,A,A,A
416669,A,A,A,A,A
3508,A,A,A,A,A
25669,A,A,A,A,A
459599,A,A,A,A,A
694118,A,A,A,A,A
297388,A,A,A,A,A
180029,A,A,A,A,A
340998,A,A,A,A,A
303349,A,A,A,A,A
112258,A,A,A,A,A
696778,A,A,A,A,A
331158,A,A,A,A,A
76039,A,A,A,A,A
452619,A,A,A,A,A
640569,A,A,A,A,A
276589,A,A,A,A,A
37169,A,A,A,A,A
173529,A,A,A,A,A
325348,A,A,A,A,A
26778,A,A,A,A,A
132729,A,A,A,A,A
651629,A,A,A,A,A
326688,A,A,A,A,A
271988,A,A,A,A,A
428408,A,A,A,A,A
99518,A,A,A,A,A
391808,A,A,A,A,A
278288,A,A,A,A,A
53608,A,A,A,A,A
148599,A,A,A,A,A
305628,A,A,A,A,A
521459,A,A,A,A,A
307939,A,A,A,A,A
402819,A,A,A,A,A
604348,A,A,A,A,A
246099,A,A,A,A,A
354648,A,A,A,A,A
327369,A,A,A,A,A
46279,A,A,A,A,A
194829,A,A,A,A,A
393438,A,A,A,A,A
562369,A,A,A,A,A
78489,A,A,A,A,A
71268,A,A,A,A,A
7998,A,A,A,A,A
308248,A,A,A,A,A
289089,A,A,A,A,A
29899,A,A,A,A,A
616689,A,A,A,A,A
61758,A,A,A,A,A
548739,A,A,A,A,A
582309,A,A,A,A,A
239728,A,A,A,A,A
136178,A,A,A,A,A
357408,A,A,A,A,A
469799,A,A,A,A,A
67879,A,A,A,A,A
91548,A,A,A,A,A
443408,A,A,A,A,A
334609,A,A,A,A,A
644548,A,A,A,A,A
151519,A,A,A,A,A
94638,A,A,A,A,A
684719,A,A,A,A,A
197318,A,A,A,A,A
375988,A,A,A,A,A
490709,A,A,A,A,A
275329,A,A,A,A,A
586078,A,A,A,A,A
682969,A,A,A,A,A
350029,A,A,A,A,A
121238,A,A,A,A,A
179109,A,A,A,A,A
670739,A,A,A,A,A
56679,A,A,A,A,A
270479,A,A,A,A,A
581089,A,A,A,A,A
120699,A,A,A,A,A
307038,A,A,A,A,A
68768,A,A,A,A,A
28799,A,A,A,A,A
57298,A,A,A,A,A
36918,A,A,A,A,A
624418,A,A,A,A,A
356889,A,A,A,A,A
252728,A,A,A,A,A
420619,A,A,A,A,A
363978,A,A,A,A,A
95098,A,A,A,A,A
622288,A,A,A,A,A
529379,A,A,A,A,A
132909,A,A,A,A,A
29148,A,A,A,A,A
511578,A,A,A,A,A
539369,A,A,A,A,A
395198,A,A,A,A,A
137698,A,A,A,A,A
423489,A,A,A,A,A
241639,A,A,A,A,A
667338,A,A,A,A,A
560998,A,A,A,A,A
582558,A,A,A,A,A
523909,A,A,A,A,A
438809,A,A,A,A,A
167288,A,A,A,A,A
158088,A,A,A,A,A
43269,A,A,A,A,A
93919,A,A,A,A,A
444338,A,A,A,A,A
141009,A,A,A,A,A
345289,A,A,A,A,A
703608,A,A,A,A,A
291139,A,A,A,A,A
71338,A,A,A,A,A
11698,A,A,A,A,A
681859,A,A,A,A,A
162569,A,A,A,A,A
430059,A,A,A,A,A
658638,A,A,A,A,A
339568,A,A,A,A,A
477179,A,A,A,A,A
397099,A,A,A,A,A
189919,A,A,A,A,A
485989,A,A,A,A,A
120698,A,A,A,A,A
412949,A,A,A,A,A
107058,A,A,A,A,A
438028,A,A,A,A,A
665659,A,A,A,A,A
89589,A,A,A,A,A
238818,A,A,A,A,A
703749,A,A,A,A,A
526688,A,A,A,A,A
293268,A,A,A,A,A
369688,A,A,A,A,A
414948,A,A,A,A,A
102938,A,A,A,A,A
78478,A,A,A,A,A
613648,A,A,A,A,A
418679,A,A,A,A,A
403279,A,A,A,A,A
90588,A,A,A,A,A
174829,A,A,A,A,A
587789,A,A,A,A,A
279698,A,A,A,A,A
170249,A,A,A,A,A
447589,A,A,A,A,A
499389,A,A,A,A,A
549868,A,A,A,A,A
350038,A,A,A,A,A
101268,A,A,A,A,A
195008,A,A,A,A,A
521769,A,A,A,A,A
355238,A,A,A,A,A
575729,A,A,A,A,A
142888,A,A,A,A,A
215299,A,A,A,A,A
84569,A,A,A,A,A
61419,A,A,A,A,A
468718,A,A,A,A,A
684659,A,A,A,A,A
634699,A,A,A,A,A
601238,A,A,A,A,A
68789,A,A,A,A,A
186109,A,A,A,A,A
144798,A,A,A,A,A
272298,A,A,A,A,A
116029,A,A,A,A,A
657919,A,A,A,A,A
659029,A,A,A,A,A
319048,A,A,A,A,A
651958,A,A,A,A,A
20748,A,A,A,A,A
636008,A,A,A,A,A
449039,A,A,A,A,A
550969,A,A,A,A,A
543589,A,A,A,A,A
70049,A,A,A,A,A
580408,A,A,A,A,A
98879,A,A,A,A,A
116069,A,A,A,A,A
70198,A,A,A,A,A
599368,A,A,A,A,A
87399,A,A,A,A,A
69198,A,A,A,A,A
409669,A,A,A,A,A
573238,A,A,A,A,A
192368,A,A,A,A,A
689349,A,A,A,A,A
466008,A,A,A,A,A
70899,A,A,A,A,A
597779,A,A,A,A,A
605689,A,A,A,A,A
360799,A,A,A,A,A
29328,A,A,A,A,A
275128,A,A,A,A,A
72369,A,A,A,A,A
311049,A,A,A,A,A
657059,A,A,A,A,A
669249,A,A,A,A,A
63508,A,A,A,A,A
137049,A,A,A,A,A
168878,A,A,A,A,A
702349,A,A,A,A,A
64149,A,A,A,A,A
117738,A,A,A,A,A
196669,A,A,A,A,A
127479,A,A,A,A,A
369658,A,A,A,A,A
323468,A,A,A,A,A
539348,A,A,A,A,A
511098,A,A,A,A,A
396609,A,A,A,A,A
656989,A,A,A,A,A
597628,A,A,A,A,A
708099,A,A,A,A,A
271028,A,A,A,A,A
576809,A,A,A,A,A
339309,A,A,A,A,A
257128,A,A,A,A,A
228639,A,A,A,A,A
64889,A,A,A,A,A
100998,A,A,A,A,A
193349,A,A,A,A,A
41229,A,A,A,A,A
642489,A,A,A,A,A
600209,A,A,A,A,A
8819,A,A,A,A,A
154798,A,A,A,A,A
632738,A,A,A,A,A
53359,A,A,A,A,A
26738,A,A,A,A,A
307208,A,A,A,A,A
135148,A,A,A,A,A
628378,A,A,A,A,A
276049,A,A,A,A,A
670798,A,A,A,A,A
284458,A,A,A,A,A
431359,A,A,A,A,A
119019,A,A,A,A,A
689858,A,A,A,A,A
396649,A,A,A,A,A
470838,A,A,A,A,A
500428,A,A,A,A,A
83079,A,A,A,A,A
230408,A,A,A,A,A
245378,A,A,A,A,A
611208,A,A,A,A,A
473208,A,A,A,A,A
27079,A,A,A,A,A
452008,A,A,A,A,A
593639,A,A,A,A,A
646118,A,A,A,A,A
87598,A,A,A,A,A
176928,A,A,A,A,A
483089,A,A,A,A,A
322778,A,A,A,A,A
650768,A,A,A,A,A
356688,A,A,A,A,A
360209,A,A,A,A,A
266688,A,A,A,A,A
472118,A,A,A,A,A
611779,A,A,A,A,A
323459,A,A,A,A,A
453808,A,A,A,A,A
636459,A,A,A,A,A
630679,A,A,A,A,A
303728,A,A,A,A,A
271329,A,A,A,A,A
193888,A,A,A,A,A
397259,A,A,A,A,A
399649,A,A,A,A,A
703719,A,A,A,A,A
503879,A,A,A,A,A
237938,A,A,A,A,A
146689,A,A,A,A,A
123309,A,A,A,A,A
383769,A,A,A,A,A
231158,A,A,A,A,A
679278,A,A,A,A,A
503729,A,A,A,A,A
655729,A,A,A,A,A
263448,A,A,A,A,A
337658,A,A,A,A,A
281709,A,A,A,A,A
670159,A,A,A,A,A
85919,A,A,A,A,A
313649,A,A,A,A,A
76829,A,A,A,A,A
493869,A,A,A,A,A
451588,A,A,A,A,A
248918,A,A,A,A,A
626388,A,A,A,A,A
495658,A,A,A,A,A
541938,A,A,A,A,A
380308,A,A,A,A,A
77549,A,A,A,A,A
363088,A,A,A,A,A
317738,A,A,A,A,A
341518,A,A,A,A,A
431908,A,A,A,A,A
84309,A,A,A,A,A
607199,A,A,A,A,A
640129,A,A,A,A,A
52829,A,A,A,A,A
502048,A,A,A,A,A
525429,A,A,A,A,A
254139,A,A,A,A,A
503469,A,A,A,A,A
601278,A,A,A,A,A
94728,A,A,A,A,A
336108,A,A,A,A,A
248308,A,A,A,A,A
113459,A,A,A,A,A
166828,A,A,A,A,A
163598,A,A,A,A,A
526558,A,A,A,A,A
219509,A,A,A,A,A
503049,A,A,A,A,A
59198,A,A,A,A,A
542639,A,A,A,A,A
15058,A,A,A,A,A
611429,A,A,A,A,A
452918,A,A,A,A,A
101179,A,A,A,A,A
361468,A,A,A,A,A
698979,A,A,A,A,A
146939,A,A,A,A,A
542189,A,A,A,A,A
393199,A,A,A,A,A
254378,A,A,A,A,A
683659,A,A,A,A,A
430418,A,A,A,A,A
303999,A,A,A,A,A
104039,A,A,A,A,A
26548,A,A,A,A,A
232808,A,A,A,A,A
438258,A,A,A,A,A
198288,A,A,A,A,A
439899,A,A,A,A,A
131268,A,A,A,A,A
552658,A,A,A,A,A
598448,A,A,A,A,A
82898,A,A,A,A,A
151639,A,A,A,A,A
475388,A,A,A,A,A
223468,A,A,A,A,A
169129,A,A,A,A,A
179719,A,A,A,A,A
613758,A,A,A,A,A
645269,A,A,A,A,A
175948,A,A,A,A,A
42899,A,A,A,A,A
614799,A,A,A,A,A
687819,A,A,A,A,A
214798,A,A,A,A,A
641669,A,A,A,A,A
634949,A,A,A,A,A
340298,A,A,A,A,A
130849,A,A,A,A,A
161828,A,A,A,A,A
430078,A,A,A,A,A
249739,A,A,A,A,A
280828,A,A,A,A,A
626899,A,A,A,A,A
318808,A,A,A,A,A
58749,A,A,A,A,A
519248,A,A,A,A,A
159189,A,A,A,A,A
422039,A,A,A,A,A
548419,A,A,A,A,A
311218,A,A,A,A,A
577408,A,A,A,A,A
692749,A,A,A,A,A
193409,A,A,A,A,A
452628,A,A,A,A,A
128539,A,A,A,A,A
83249,A,A,A,A,A
74748,A,A,A,A,A
534478,A,A,A,A,A
17559,A,A,A,A,A
165218,A,A,A,A,A
429978,A,A,A,A,A
337368,A,A,A,A,A
16569,A,A,A,A,A
164668,A,A,A,A,A
11619,A,A,A,A,A
376878,A,A,A,A,A
670588,A,A,A,A,A
315359,A,A,A,A,A
680948,A,A,A,A,A
296819,A,A,A,A,A
533989,A,A,A,A,A
325578,A,A,A,A,A
342969,A,A,A,A,A
667088,A,A,A,A,A
380488,A,A,A,A,A
132698,A,A,A,A,A
595469,A,A,A,A,A
635188,A,A,A,A,A
668848,A,A,A,A,A
348298,A,A,A,A,A
31949,A,A,A,A,A
434639,A,A,A,A,A
477369,A,A,A,A,A
436849,A,A,A,A,A
444548,A,A,A,A,A
620339,A,A,A,A,A
2748,A,A,A,A,A
320398,A,A,A,A,A
661679,A,A,A,A,A
41999,A,A,A,A,A
479029,A,A,A,A,A
63048,A,A,A,A,A
585119,A,A,A,A,A
635468,A,A,A,A,A
19418,A,A,A,A,A
561968,A,A,A,A,A
242558,A,A,A,A,A
361649,A,A,A,A,A
388538,A,A,A,A,A
302298,A,A,A,A,A
367678,A,A,A,A,A
63759,A,A,A,A,A
519788,A,A,A,A,A
25929,A,A,A,A,A
705908,A,A,A,A,A
23079,A,A,A,A,A
589448,A,A,A,A,A
145309,A,A,A,A,A
303509,A,A,A,A,A
650229,A,A,A,A,A
342618,A,A,A,A,A
168609,A,A,A,A,A
625409,A,A,A,A,A
151649,A,A,A,A,A
480858,A,A,A,A,A
139298,A,A,A,A,A
704649,A,A,A,A,A
304789,A,A,A,A,A
290858,A,A,A,A,A
322099,A,A,A,A,A
93129,A,A,A,A,A
600788,A,A,A,A,A
554659,A,A,A,A,A
626678,A,A,A,A,A
423919,A,A,A,A,A
389488,A,A,A,A,A
703809,A,A,A,A,A
406899,A,A,A,A,A
695679,A,A,A,A,A
261619,A,A,A,A,A
281139,A,A,A,A,A
607958,A,A,A,A,A
36348,A,A,A,A,A
629209,A,A,A,A,A
324818,A,A,A,A,A
214348,A,A,A,A,A
31628,A,A,A,A,A
608078,A,A,A,A,A
651769,A,A,A,A,A
262618,A,A,A,A,A
511838,A,A,A,A,A
414929,A,A,A,A,A
173349,A,A,A,A,A
83989,A,A,A,A,A
84998,A,A,A,A,A
668898,A,A,A,A,A
41488,A,A,A,A,A
572038,A,A,A,A,A
86759,A,A,A,A,A
637059,A,A,A,A,A
467289,A,A,A,A,A
71738,A,A,A,A,A
663888,A,A,A,A,A
224588,A,A,A,A,A
